,Fold-change,p-value,%_group,%_rest,chromosome,start,end,p-bh,p-bonferroni
LONP2,1.0877345,0.751676993407977,0.24516129032258063,0.22058823529411764,chr16,48244300,48363122,0.981840717599211,5142.222311903971
COPS4,0.88449425,0.21065286777828085,0.2860215053763441,0.3029411764705882,chr4,83034447,83075818,0.981840717599211,1441.0762684712192
SYNRG,1.055506,0.7122102733456747,0.12473118279569892,0.10294117647058823,chr17,37514807,37609472,0.981840717599211,4872.2304799577605
KCTD3,1.0149306,0.6899170945860389,0.26666666666666666,0.24705882352941178,chr1,215567304,215621807,0.981840717599211,4719.722844063092
DNAJA2,0.91674376,0.4782675191737121,0.2623655913978495,0.25882352941176473,chr16,46955362,46973674,0.981840717599211,3271.8280986673644
UBE2I,0.9799827,0.2549087050775953,0.6688172043010753,0.6882352941176471,chr16,1308880,1327018,0.981840717599211,1743.8304514358292
MED24,0.79482996,0.12165609625412815,0.18924731182795698,0.22647058823529412,chr17,40019097,40061215,0.981840717599211,832.2493544744907
NOP10,0.999223,0.5021779431766171,0.8473118279569892,0.8147058823529412,chr15,34341719,34343136,0.981840717599211,3435.3993092712376
HOXB4,0.91300744,0.5846930935753536,0.22580645161290322,0.21029411764705883,chr17,48575507,48578350,0.981840717599211,3999.8854531489937
CIRBP,0.95361555,0.20624059777862674,0.5698924731182796,0.5970588235294118,chr19,1259384,1274880,0.981840717599211,1410.8919294035857
SLC35B1,1.0499661,0.7005894452999932,0.24516129032258063,0.22941176470588234,chr17,49700934,49709014,0.981840717599211,4792.732395297254
CHCHD5,1.0416642,0.6034978445353268,0.45161290322580644,0.43529411764705883,chr2,112584240,112589275,0.981840717599211,4128.5287544661705
KRAS,1.0499399,0.651285970075488,0.3655913978494624,0.3514705882352941,chr12,25205246,25250936,0.981840717599211,4455.447321286414
APOOL,1.0039693,0.6476779219862508,0.2086021505376344,0.19117647058823528,chrX,85003877,85093316,0.981840717599211,4430.764664307942
GYPB,1.408172,0.7831472855505189,0.12688172043010754,0.10147058823529412,chr4,143996104,144019380,0.981840717599211,5357.5105804511
MRPS14,0.8532402,0.09126849004236559,0.4236559139784946,0.4573529411764706,chr1,175010789,175023425,0.981840717599211,624.367740379823
SLC52A2,0.86572945,0.3068478241444454,0.16344086021505377,0.17941176470588235,chr8,144333957,144361286,0.981840717599211,2099.145964972151
SNRNP70,0.99791104,0.60846931659743,0.6,0.5926470588235294,chr19,49085419,49108605,0.981840717599211,4162.5385948430185
PPM1G,1.0574145,0.8734051029504736,0.6408602150537634,0.5897058823529412,chr2,27381195,27409591,0.981840717599211,5974.96430928419
GAB2,0.9516019,0.45519247332960683,0.14623655913978495,0.15,chr11,78215293,78418348,0.981840717599211,3113.97171004784
PEX14,0.9222359,0.47902871090492566,0.10967741935483871,0.11176470588235295,chr1,10472288,10630758,0.981840717599211,3277.0354113005965
HMGCL,1.0335574,0.7283413986085193,0.1935483870967742,0.1676470588235294,chr1,23801885,23838620,0.981840717599211,4982.5835078808805
TAZ,1.2473744,0.825714690710446,0.16774193548387098,0.1338235294117647,chrX,154411524,154421726,0.981840717599211,5648.714199150161
DEF8,1.0525995,0.7287637144518154,0.35913978494623655,0.3338235294117647,chr16,89948697,89968060,0.981840717599211,4985.472570564869
PXN,1.0801977,0.669643658425291,0.25591397849462366,0.2426470588235294,chr12,120210439,120265771,0.981840717599211,4581.032267287416
MSI2,0.95622087,0.5350922801552441,0.3827956989247312,0.3779411764705882,chr17,57255851,57684689,0.981840717599211,3660.566288542025
HAUS4,0.8885077,0.2671508985821086,0.25806451612903225,0.27647058823529413,chr14,22946228,22957161,0.981840717599211,1827.579297200205
LMO4,0.93670356,0.47692656641460474,0.2903225806451613,0.2897058823529412,chr1,87328880,87348923,0.981840717599211,3262.654640842311
TWSG1,1.0694271,0.7661638812219359,0.2924731182795699,0.2647058823529412,chr18,9334767,9402420,0.981840717599211,5241.327111439264
SLC25A24,0.76816094,0.1393351408114819,0.23870967741935484,0.2691176470588235,chr1,108134043,108200849,0.981840717599211,953.1916982913477
FAM174C,0.9451831,0.3789731894254873,0.28817204301075267,0.29705882352941176,chr19,1275530,1279244,0.981840717599211,2592.5555888597587
TRAF7,1.1034862,0.8054382245568077,0.3548387096774194,0.3205882352941177,chr16,2155698,2178129,0.981840717599211,5510.002894193121
TOMM70,1.049025,0.6092379845270901,0.34838709677419355,0.3397058823529412,chr3,100363431,100401089,0.981840717599211,4167.797052149824
TIMM8B,0.9300604,0.29729622932429645,0.6150537634408603,0.6176470588235294,chr11,112084800,112086798,0.981840717599211,2033.803504807512
RPA2,1.1305585,0.8607254097887966,0.44946236559139785,0.40588235294117647,chr1,27891524,27914746,0.981840717599211,5888.222528365158
SIAH1,0.9180254,0.3834466079599856,0.10967741935483871,0.11911764705882352,chr16,48356364,48448402,0.981840717599211,2623.1582450542614
SNRPA,1.0656193,0.8632723039858234,0.7010752688172043,0.6794117647058824,chr19,40750637,40765389,0.981840717599211,5905.645831567018
EHD1,1.0252266,0.5463942465532793,0.13333333333333333,0.12794117647058822,chr11,64851642,64888296,0.981840717599211,3737.8830406709835
CSNK1G3,0.82458454,0.18762433097573478,0.17204301075268819,0.19852941176470587,chr5,123512099,123617045,0.981840717599211,1283.5380482050016
E2F6,0.8441054,0.24654017013923563,0.12473118279569892,0.14852941176470588,chr2,11444375,11466177,0.981840717599211,1686.5813039225109
ZNF655,1.003436,0.5926223510616231,0.4043010752688172,0.38382352941176473,chr7,99558406,99576453,0.981840717599211,4054.1295036125634
YIPF2,0.93749183,0.46736716645492676,0.27741935483870966,0.27941176470588236,chr19,10922185,10928681,0.981840717599211,3197.258785718154
POLR2I,0.9411038,0.3581837427108043,0.6559139784946236,0.6441176470588236,chr19,36113709,36115213,0.981840717599211,2450.334983884612
NUCKS1,0.9702515,0.34720068172847274,0.9225806451612903,0.925,chr1,205712822,205750182,0.981840717599211,2375.199863704482
PAIP1,0.9373611,0.2049199219187967,0.43010752688172044,0.45588235294117646,chr5,43526267,43557758,0.981840717599211,1401.8571858464884
NKIRAS2,1.12531,0.8103846516107518,0.40860215053763443,0.375,chr17,42011382,42025644,0.981840717599211,5543.841401669153
CUEDC2,0.89787656,0.3046144612000474,0.2924731182795699,0.3014705882352941,chr10,102423245,102432584,0.981840717599211,2083.8675290695246
PTPN1,0.92499787,0.49970960615960963,0.23440860215053763,0.23088235294117648,chr20,50510321,50585241,0.981840717599211,3418.5134157378893
NAA38,1.1080405,0.8450287586738507,0.3720430107526882,0.3323529411764706,chr17,7856685,7885238,0.981840717599211,5780.841738087813
PAQR8,1.021061,0.4654862960791153,0.11612903225806452,0.12058823529411765,chr6,52361421,52407777,0.981840717599211,3184.391751477228
PRPSAP2,0.83437496,0.16962349639573676,0.16774193548387098,0.2,chr17,18840085,18931287,0.981840717599211,1160.3943388432351
RPE,1.1199911,0.8078341711410613,0.24946236559139784,0.21911764705882353,chr2,210002565,210022260,0.981840717599211,5526.393564776
NF1,1.0338322,0.6106693614909654,0.4344086021505376,0.4323529411764706,chr17,31094927,31382116,0.981840717599211,4177.589101959695
ACLY,1.0927197,0.9565472516873762,0.5419354838709678,0.4647058823529412,chr17,41866917,41930542,0.9894338687164673,6543.73974879334
MRPS6,0.9564371,0.3637715259655275,0.41935483870967744,0.43529411764705883,chr21,34073224,34143034,0.981840717599211,2488.5610091301733
SRSF10,0.9490036,0.32946674875277804,0.6666666666666666,0.6558823529411765,chr1,23964347,23980927,0.981840717599211,2253.8820282177544
TBL1X,1.1019946,0.8213764880154678,0.36774193548387096,0.3352941176470588,chrX,9463320,9741037,0.981840717599211,5619.036554513816
SKA3,1.2313308,0.7276468840959553,0.13548387096774195,0.11470588235294117,chr13,21153595,21176552,0.981840717599211,4977.832334100431
SNX10,1.1832533,0.7908676083314713,0.1935483870967742,0.1676470588235294,chr7,26291862,26374383,0.981840717599211,5410.325308595595
TMUB2,0.9816313,0.5999163224523021,0.11827956989247312,0.10735294117647058,chr17,44186970,44191929,0.981840717599211,4104.027561896199
MAGED1,1.2863029,0.8071870579890873,0.12903225806451613,0.1,chrX,51803007,51902354,0.981840717599211,5521.966663703346
CBFA2T3,0.9589485,0.36411319765569394,0.2709677419354839,0.2823529411764706,chr16,88874858,88977207,0.981840717599211,2490.898385162602
SCD,0.9228406,0.04993961820418634,0.8924731182795699,0.8808823529411764,chr10,100347233,100364826,0.981840717599211,341.63692813483874
SUMO3,1.0299045,0.7462583673903118,0.6301075268817204,0.6323529411764706,chr21,44805617,44818779,0.981840717599211,5105.153491317124
POLR1D,0.85441256,0.03054033243981448,0.6064516129032258,0.6367647058823529,chr13,27620742,27744237,0.981840717599211,208.92641422077085
AHCYL1,1.0343096,0.7898721655263962,0.7139784946236559,0.6838235294117647,chr1,109984765,110023742,0.981840717599211,5403.515484366076
PARP4,0.8182344,0.3747228715330395,0.12258064516129032,0.1323529411764706,chr13,24420931,24512778,0.981840717599211,2563.4791641575234
DHX32,0.7122218,0.20746214697475357,0.12473118279569892,0.15,chr10,125836337,125896436,0.981840717599211,1419.248547454289
SF1,1.0771471,0.8719061277589764,0.632258064516129,0.5882352941176471,chr11,64764606,64778786,0.981840717599211,5964.709819999157
ETV4,1.0002698,0.6597624084038627,0.24516129032258063,0.225,chr17,43527844,43579620,0.981840717599211,4513.434635890824
RABEPK,1.1052907,0.8132075417265698,0.26666666666666666,0.2338235294117647,chr9,125200542,125234161,0.981840717599211,5563.152792951464
SMNDC1,1.0789129,0.7182316028976607,0.26881720430107525,0.2485294117647059,chr10,110290730,110304938,0.981840717599211,4913.422395422897
PRDX2,1.032251,0.8780680164346444,0.9290322580645162,0.9044117647058824,chr19,12796820,12801800,0.981840717599211,6006.863300429402
KAT6A,1.1822214,0.8548515422467621,0.1935483870967742,0.15294117647058825,chr8,41929479,42051994,0.981840717599211,5848.0394005101
CD53,0.96948177,0.43334115412005475,0.4860215053763441,0.4764705882352941,chr1,110871188,110899922,0.981840717599211,2964.4868353352945
GALK1,0.702168,0.030515207720557505,0.17849462365591398,0.23970588235294119,chr17,75751594,75765236,0.981840717599211,208.7545360163339
SYK,1.0038127,0.5524815910190499,0.14408602150537633,0.13676470588235295,chr9,90801787,90898549,0.981840717599211,3779.5265641613205
ATP5MF,0.99995923,0.618393227257589,0.9913978494623656,0.9926470588235294,chr7,99448475,99466186,0.981840717599211,4230.428067669167
QSOX2,1.0490681,0.6493656039355984,0.1870967741935484,0.17205882352941176,chr9,136206333,136245812,0.981840717599211,4442.310096523429
PRTFDC1,1.072594,0.6698414288155466,0.14623655913978495,0.12941176470588237,chr10,24848614,24952606,0.981840717599211,4582.385214527155
SLC25A46,0.82662195,0.1971777985296766,0.14408602150537633,0.175,chr5,110738136,110765161,0.981840717599211,1348.8933197415176
UBN1,1.0276556,0.6625592180448876,0.23225806451612904,0.2161764705882353,chr16,4846665,4882401,0.981840717599211,4532.5676106450765
SNHG5,0.997061,0.325655817069864,0.9935483870967742,0.9911764705882353,chr6,85650491,85678932,0.981840717599211,2227.8114445749397
PRKAR2B,1.07993,0.9335389666243157,0.7849462365591398,0.7558823529411764,chr7,107044705,107161811,0.9867140915107302,6386.3400706769435
CEP350,1.0852307,0.871371898040827,0.44731182795698926,0.3985294117647059,chr1,179954773,180114875,0.981840717599211,5961.055154497298
COX4I1,1.0207008,0.7756463122123457,0.9978494623655914,0.9911764705882353,chr16,85798633,85807068,0.981840717599211,5306.196421844657
RIDA,1.0409948,0.7433061156142622,0.34408602150537637,0.3191176470588235,chr8,98102344,98117171,0.981840717599211,5084.957136917167
CSNK1A1,1.0378426,0.8647217667700835,0.7913978494623656,0.7705882352941177,chr5,149492982,149551471,0.981840717599211,5915.561606474142
TGFB1,0.9379018,0.384141571516293,0.4129032258064516,0.41323529411764703,chr19,41301587,41353922,0.981840717599211,2627.9124907429605
CWF19L2,0.9625792,0.5807508291667938,0.2709677419354839,0.26323529411764707,chr11,107326345,107457844,0.981840717599211,3972.9164223300363
SMIM26,0.90032744,0.10953887240292537,0.5956989247311828,0.6235294117647059,chr20,18567347,18569563,0.981840717599211,749.3554261084124
SLC48A1,1.1539851,0.6793428816637666,0.18064516129032257,0.16323529411764706,chr12,47753916,47782751,0.981840717599211,4647.384653461827
PTBP2,0.85717523,0.2357365009858292,0.12688172043010754,0.15,chr1,96721665,96823738,0.981840717599211,1612.6734032440577
DDIT3,0.9546414,0.06861190120323798,0.8559139784946237,0.8573529411764705,chr12,57516588,57521737,0.981840717599211,469.374016131351
B4GALNT4,1.1015711,0.757204127810648,0.17419354838709677,0.14705882352941177,chr11,369499,382117,0.981840717599211,5180.033438352643
RNF2,1.0482289,0.5672672193003095,0.23225806451612904,0.2323529411764706,chr1,185045526,185102603,0.981840717599211,3880.6750472334174
NIFK,1.093083,0.9232851794176722,0.5526881720430108,0.5147058823529411,chr2,121726945,121736911,0.9838169847232638,6316.193912396296
PDIK1L,1.3512324,0.9844998456368418,0.3118279569892473,0.23970588235294119,chr1,26111165,26125555,0.9948656583949473,6734.963444001634
LZIC,0.98975617,0.6565887327309063,0.33548387096774196,0.31176470588235294,chr1,9922113,9943407,0.981840717599211,4491.72352061213
RPL31,1.0183833,0.7357736040122536,1.0,0.9955882352941177,chr2,101002229,101024032,0.981840717599211,5033.427225047826
WDR43,1.2826681,0.9781351858398943,0.3333333333333333,0.2661764705882353,chr2,28894667,28948219,0.9941033435143779,6691.422806330717
C4orf33,1.0555023,0.8131831075129967,0.2645161290322581,0.22647058823529412,chr4,129093317,129116640,0.981840717599211,5562.9856384964105
RPS27A,0.9887916,0.18880262914365564,1.0,1.0,chr2,55231903,55235853,0.981840717599211,1291.5987859717482
TUBB6,1.157403,0.8826089491683276,0.3956989247311828,0.3558823529411765,chr18,12307669,12344320,0.981840717599211,6037.927821260529
RAB35,1.184359,0.8553076177056433,0.15698924731182795,0.1161764705882353,chr12,120095099,120117502,0.981840717599211,5851.159412724306
NFAT5,0.9724425,0.4636061964011176,0.24731182795698925,0.2485294117647059,chr16,69565094,69704666,0.981840717599211,3171.5299895800454
METTL4,1.0434296,0.6920327930527438,0.25806451612903225,0.2426470588235294,chr18,2537525,2571509,0.981840717599211,4734.19633727382
C21orf58,0.97034985,0.3946095642443349,0.3096774193548387,0.31470588235294117,chr21,46300181,46323875,0.981840717599211,2699.524028995495
EXOSC5,1.0726104,0.6584942803738091,0.3032258064516129,0.2897058823529412,chr19,41386374,41397359,0.981840717599211,4504.759372037228
PABPC1L,1.0753641,0.747829453470178,0.2967741935483871,0.275,chr20,44910060,44959035,0.981840717599211,5115.901291189488
MASTL,1.1024374,0.7503787073123871,0.1913978494623656,0.1661764705882353,chr10,27154824,27187953,0.981840717599211,5133.34073672404
AIP,0.87943685,0.2537707751891088,0.25806451612903225,0.2676470588235294,chr11,67468174,67491154,0.981840717599211,1736.0458730686933
UGGT1,0.96269304,0.4646907728167598,0.20430107526881722,0.20588235294117646,chr2,128091200,128195677,0.981840717599211,3178.9495768394536
SNRPB2,0.9259672,0.19882356747055963,0.44731182795698926,0.47205882352941175,chr20,16729961,16742564,0.981840717599211,1360.1520250660983
SAAL1,1.1039537,0.780869345812178,0.23655913978494625,0.20441176470588235,chr11,18069935,18106087,0.981840717599211,5341.92719470111
DNAJC8,0.96297693,0.19251410914162814,0.6473118279569893,0.6735294117647059,chr1,28199456,28233029,0.981840717599211,1316.9890206378782
SPAG16,0.9386358,0.5209350399397729,0.12043010752688173,0.1161764705882353,chr2,213284379,214410501,0.981840717599211,3563.716608227986
POGLUT3,1.003408,0.6270694777338235,0.2086021505376344,0.19264705882352942,chr11,108472112,108498384,0.981840717599211,4289.782297177087
CC2D1A,1.0592958,0.6641533843277971,0.17419354838709677,0.1588235294117647,chr19,13906201,13930879,0.981840717599211,4543.47330218646
NAPRT,0.77940273,0.09384807568503833,0.16559139784946236,0.21323529411764705,chr8,143574785,143578649,0.981840717599211,642.0146857613472
DMXL1,1.076794,0.8457430695648589,0.32903225806451614,0.2867647058823529,chr5,119037772,119249138,0.981840717599211,5785.7283388932
RPS6,0.95489556,0.012470183083770158,1.0,1.0,chr9,19375715,19380236,0.981840717599211,85.30852247607166
PAPOLG,1.0049803,0.5274205942416175,0.1053763440860215,0.10294117647058823,chr2,60756253,60802086,0.981840717599211,3608.084285206905
MUS81,0.8532791,0.2927752573319544,0.2817204301075269,0.2911764705882353,chr11,65857126,65867653,0.981840717599211,2002.8755354079
RNF114,0.9743695,0.3451866717739692,0.410752688172043,0.4161764705882353,chr20,49936336,49953885,0.981840717599211,2361.4220216057233
RAP2C,0.94396937,0.5718426958603682,0.23225806451612904,0.22205882352941175,chrX,132203024,132219480,0.981840717599211,3911.975882380779
ANXA5,0.9384671,0.24143165998026933,0.3247311827956989,0.3411764705882353,chr4,121667946,121696995,0.981840717599211,1651.6339859250224
ZMPSTE24,1.0639513,0.6583272877604819,0.1935483870967742,0.17794117647058824,chr1,40258041,40294180,0.981840717599211,4503.616975569456
ERCC3,0.7531618,0.1795755222661004,0.11827956989247312,0.15,chr2,127257290,127294166,0.981840717599211,1228.476147822393
UHRF1BP1,1.1622372,0.8913794585997333,0.3161290322580645,0.2735294117647059,chr6,34792015,34883138,0.981840717599211,6097.926876280776
VOPP1,1.1031889,0.7250725715827787,0.16774193548387098,0.14705882352941177,chr7,55436056,55572988,0.981840717599211,4960.221462197789
PPIH,0.9592177,0.39086680876975766,0.6,0.5838235294117647,chr1,42658335,42676758,0.981840717599211,2673.9198387939123
GPANK1,1.1379076,0.7760275463410935,0.3053763440860215,0.2852941176470588,chr6,31661228,31666283,0.981840717599211,5308.804444519421
ARRDC4,1.1459742,0.843637211642128,0.18494623655913978,0.14558823529411766,chr15,97960703,97973833,0.981840717599211,5771.3221648437975
DNAJC11,0.91839844,0.44809421900584967,0.15698924731182795,0.1588235294117647,chr1,6634168,6701924,0.981840717599211,3065.4125522190175
SMDT1,0.9208134,0.21870081741498426,0.4064516129032258,0.42205882352941176,chr22,42079691,42084284,0.981840717599211,1496.1322919359072
DPP9,0.97958845,0.4929220208832515,0.11612903225806452,0.11470588235294117,chr19,4675224,4724673,0.981840717599211,3372.0795448623235
FOXN2,0.9550493,0.5488449850268468,0.2172043010752688,0.21176470588235294,chr2,48314637,48379295,0.981840717599211,3754.6485425686587
COX7B,0.94692487,0.03527212596957585,0.9612903225806452,0.9602941176470589,chrX,77899440,77907376,0.981840717599211,241.2966137578684
CFL1,0.911294,0.002025578927568849,0.9376344086021505,0.9441176470588235,chr11,65823022,65862026,0.981840717599211,13.856985443498496
HNRNPUL2,1.0363914,0.6634895052249644,0.32688172043010755,0.31176470588235294,chr11,62712630,62727457,0.981840717599211,4538.931705243982
SLC30A5,0.91119933,0.18533002689360306,0.4838709677419355,0.4852941176470588,chr5,69093949,69131069,0.981840717599211,1267.8427139791386
ZNF496,0.9325514,0.5044284155091785,0.15053763440860216,0.14705882352941177,chr1,247297412,247331867,0.981840717599211,3450.7947904982902
HP1BP3,1.0310515,0.6711915875554965,0.6666666666666666,0.6705882352941176,chr1,20740266,20787323,0.981840717599211,4591.621650467151
PSMD3,1.0022254,0.7918602691089192,0.5827956989247312,0.5426470588235294,chr17,39980807,39997959,0.981840717599211,5417.116100974116
TSR3,0.9342932,0.4078721531330976,0.2537634408602151,0.26029411764705884,chr16,1349240,1351878,0.981840717599211,2790.2533995835206
SLC43A3,1.105331,0.8613299310310633,0.43870967741935485,0.3941176470588235,chr11,57406954,57427580,0.981840717599211,5892.358058183504
SPCS1,1.02077,0.6132838391715648,0.7634408602150538,0.7647058823529411,chr3,52704955,52711148,0.981840717599211,4195.474743772675
RPS12,0.98077255,0.06701446333048791,1.0,1.0,chr6,132814569,132817564,0.981840717599211,458.4459436438678
DNAJB11,0.82496744,0.03704089665019277,0.3913978494623656,0.43970588235294117,chr3,186567403,186585800,0.981840717599211,253.39677398396876
BOLA2,0.9971737,0.6278613737097222,0.36774193548387096,0.34852941176470587,chr16,29443056,29454964,0.981840717599211,4295.199657548209
MAGT1,1.1028566,0.7136361552728944,0.1978494623655914,0.17941176470588235,chrX,77825747,77895593,0.981840717599211,4881.98493822187
SHOX2,0.8930662,0.5021053457563085,0.10967741935483871,0.10735294117647058,chr3,158095905,158106420,0.981840717599211,3434.9026703189065
UQCC1,1.01596,0.5793637609457742,0.1827956989247312,0.17794117647058824,chr20,35302566,35412031,0.981840717599211,3963.427488630042
NMU,0.949142,0.18501410624088727,0.9655913978494624,0.9514705882352941,chr4,55595229,55636698,0.981840717599211,1265.68150079391
NRM,0.8706355,0.3158525143557942,0.14838709677419354,0.16470588235294117,chr6,30688047,30691420,0.981840717599211,2160.747050707988
PPP4R3A,0.76090705,0.1361108787597175,0.18064516129032257,0.21323529411764705,chr14,91457508,91510554,0.981840717599211,931.1345215952274
SLC35F5,0.85360044,0.1307418198913578,0.24516129032258063,0.27941176470588236,chr2,113705011,113756693,0.981840717599211,894.4047898767788
YIPF5,1.011027,0.835499136057914,0.3333333333333333,0.2867647058823529,chr5,144158162,144170714,0.981840717599211,5715.64958977219
ACAA2,0.9896844,0.4571768759127416,0.1870967741935484,0.19117647058823528,chr18,49782164,49813953,0.981840717599211,3127.547008119065
HNRNPAB,1.0113434,0.7070683007017982,0.6537634408602151,0.6529411764705882,chr5,178204533,178211163,0.981840717599211,4837.0542451010015
MRPL54,0.96091014,0.3126880575047898,0.5612903225806452,0.5602941176470588,chr19,3762682,3768575,0.981840717599211,2139.099001390267
SDR39U1,0.8882742,0.3843501333554418,0.12688172043010754,0.13529411764705881,chr14,24439766,24442905,0.981840717599211,2629.3392622845777
RPL41,0.9958583,0.4742454596939686,1.0,1.0,chr12,56116590,56117967,0.981840717599211,3244.313189766439
MRPL28,0.9112308,0.13790691147499307,0.5763440860215053,0.5955882352941176,chr16,366969,371289,0.981840717599211,943.4211814004276
SF3A1,0.9241481,0.3244767857883174,0.2989247311827957,0.31470588235294117,chr22,30331988,30356919,0.981840717599211,2219.7456915778794
NCOR2,1.0596198,0.6200918316342887,0.1935483870967742,0.18235294117647058,chr12,124324415,124567589,0.981840717599211,4242.048220210169
INO80E,0.8184937,0.3402709403245686,0.15483870967741936,0.16470588235294117,chr16,29995715,30005793,0.981840717599211,2327.793502760374
ZUP1,1.0116979,0.728462093674805,0.22365591397849463,0.19705882352941176,chr6,116635618,116668794,0.981840717599211,4983.40918282934
DDHD2,1.2277118,0.8251292230667489,0.24731182795698925,0.21764705882352942,chr8,38225218,38275558,0.981840717599211,5644.709014999629
GALNT11,1.2861545,0.9637620149729881,0.2817204301075269,0.21764705882352942,chr7,152025674,152122340,0.9916210765441835,6593.095944430212
DHX9,1.0877788,0.8038560496531519,0.4774193548387097,0.45441176470588235,chr1,182839347,182887982,0.981840717599211,5499.179235677212
GLOD4,1.293711,0.9598216830533511,0.2645161290322581,0.20147058823529412,chr17,757097,783390,0.9899201166543006,6566.140133767975
RAC3,0.97288895,0.6059157164765123,0.43010752688172044,0.4073529411764706,chr17,82031678,82034204,0.981840717599211,4145.069416415821
MT-ND4,0.9891334,0.24953462825066602,1.0,1.0,chrM,10760,12137,0.981840717599211,1707.0663918628063
NCK1,1.3673432,0.9440959233842596,0.2064516129032258,0.15441176470588236,chr3,136862208,136951606,0.9872768264285571,6458.56021187172
MIOS,1.1441933,0.5784029042954271,0.13333333333333333,0.12941176470588237,chr7,7566875,7608932,0.981840717599211,3956.8542682850166
ATG5,0.8539972,0.13198260893105784,0.3053763440860215,0.3411764705882353,chr6,106045423,106325791,0.981840717599211,902.8930276973667
ST3GAL3,1.1584466,0.798526041869772,0.13763440860215054,0.10735294117647058,chr1,43705824,43931165,0.981840717599211,5462.716652431111
USP25,0.97352684,0.39902940132228015,0.2731182795698925,0.28088235294117647,chr21,15729982,15880064,0.981840717599211,2729.7601344457184
E4F1,1.4193178,0.9037209746892504,0.16344086021505377,0.11764705882352941,chr16,2223580,2235742,0.9831462862204687,6182.355187849162
PEX13,0.6923418,0.12452813340597874,0.12688172043010754,0.1661764705882353,chr2,61017225,61051990,0.981840717599211,851.8969606303006
PKD1,1.1501122,0.8099157475692618,0.1956989247311828,0.16470588235294117,chr16,2088708,2135898,0.981840717599211,5540.63362912132
MDH2,1.0194848,0.6594622248909934,0.9806451612903225,0.9676470588235294,chr7,76048051,76067508,0.981840717599211,4511.381080479286
GGA2,1.0846336,0.730960473591117,0.2172043010752688,0.19558823529411765,chr16,23463542,23521995,0.981840717599211,5000.5005998368315
GNB4,1.3132983,0.948772326957858,0.25591397849462366,0.2,chr3,179396088,179451476,0.9881175233924051,6490.551488718706
SDHAF2,0.9835749,0.518107095990983,0.1935483870967742,0.19117647058823528,chr11,61430042,61446733,0.981840717599211,3544.370643674315
MRPS9,1.0678076,0.8165121495695322,0.4064516129032258,0.3735294117647059,chr2,105038069,105099960,0.981840717599211,5585.75961520517
COPG1,0.82670695,0.17731969794765323,0.2129032258064516,0.24411764705882352,chr3,129249606,129277773,0.981840717599211,1213.0440536598958
TIMM44,1.0801077,0.9450733833941188,0.4559139784946237,0.40441176470588236,chr19,7926718,7943667,0.9872768264285571,6465.247015799167
CTSL,1.0211738,0.574376537885161,0.45161290322580644,0.43529411764705883,chr9,87724051,87731469,0.981840717599211,3929.309895672386
KLHL12,0.9306182,0.4083314670679945,0.17419354838709677,0.17941176470588235,chr1,202891116,202928636,0.981840717599211,2793.3955662121502
SPA17,1.1456566,0.7072560264054149,0.12043010752688173,0.1,chr11,124673844,124697518,0.981840717599211,4838.338476639443
SH2D2A,0.9716856,0.6201264730427968,0.15268817204301074,0.13970588235294118,chr1,156806243,156816848,0.981840717599211,4242.285202085773
EIF1AD,0.9487241,0.48091388997654994,0.12473118279569892,0.125,chr11,65996545,66002176,0.981840717599211,3289.931921329578
NELFCD,1.1220003,0.9049729408367535,0.4064516129032258,0.36617647058823527,chr20,58981208,58995133,0.9831462862204687,6190.91988826423
IRGQ,0.9241917,0.497858355524672,0.1032258064516129,0.10294117647058823,chr19,43584367,43596135,0.981840717599211,3405.8490101442812
PPIL1,1.017784,0.6477117042715933,0.4666666666666667,0.43823529411764706,chr6,36854827,36874803,0.981840717599211,4430.99576892197
TRIM38,0.921609,0.39153068340257,0.22795698924731184,0.23529411764705882,chr6,25962802,25991231,0.981840717599211,2678.4614051569815
CDK19,1.241011,0.8955588432797086,0.21935483870967742,0.17352941176470588,chr6,110609978,110815958,0.9822189202040028,6126.518046876487
NOC2L,1.0480443,0.717247664359305,0.5053763440860215,0.4823529411764706,chr1,944203,959309,0.981840717599211,4906.691271882006
ARMC8,0.9408773,0.4629555798395765,0.17419354838709677,0.17647058823529413,chr3,138187248,138298384,0.981840717599211,3167.079121682543
VPS33A,0.93606156,0.5205725389122982,0.16129032258064516,0.15735294117647058,chr12,122229564,122266494,0.981840717599211,3561.236738699032
CENPK,1.1668116,0.9929354598085086,0.5075268817204301,0.4161764705882353,chr5,65517766,65563168,0.997077010183432,6792.671480550008
DDX46,0.96755666,0.25086523788307846,0.4150537634408602,0.4441176470588235,chr5,134758771,134855133,0.981840717599211,1716.1690923581398
HK1,0.9962935,0.42077855849976153,0.7956989247311828,0.763235294117647,chr10,69269984,69401884,0.981840717599211,2878.5461186968687
LTBR,0.99222153,0.5700207760055526,0.2172043010752688,0.2073529411764706,chr12,6375045,6391571,0.981840717599211,3899.512128653985
SLC7A11,1.0991404,0.94745797827712,0.6279569892473118,0.5352941176470588,chr4,138164097,138242349,0.9881175233924051,6481.560029393778
PDE3B,0.9069108,0.4397562852358019,0.12258064516129032,0.1264705882352941,chr11,14643804,14872044,0.981840717599211,3008.372747298121
NUP205,1.119627,0.9636533733088724,0.513978494623656,0.4514705882352941,chr7,135557917,135648757,0.9916210765441835,6592.352726805996
